ts,co,no2,o3_1h,o3_8h,pm10,pm25,so2
2016-11-18 03:54:00,0.9,54.0,104.0,54.0,69.0,64.0,17.0
2016-11-18 04:54:00,0.8,56.0,111.0,63.0,81.0,75.0,16.0
2016-11-18 05:54:00,0.8,56.0,125.0,73.0,95.0,78.0,14.0
2016-11-18 06:54:00,1.0,65.0,130.0,85.0,124.0,95.0,15.0
2016-11-18 07:54:00,1.0,84.0,103.0,94.0,140.0,122.0,15.0
2016-11-18 08:54:00,1.0,91.0,92.0,100.0,135.0,127.0,16.0
2016-11-18 09:54:00,1.3,128.0,52.0,100.0,163.0,134.0,17.0
2016-11-18 10:54:00,1.3,134.0,26.0,93.0,,136.0,16.0
2016-11-18 11:54:00,1.4,120.0,22.0,83.0,113.0,104.0,16.0
2016-11-18 12:54:00,1.2,102.0,22.0,72.0,,82.0,15.0
2016-11-18 13:54:00,1.4,100.0,22.0,59.0,75.0,70.0,14.0
2016-11-18 14:54:00,1.6,99.0,22.0,45.0,76.0,71.0,13.0
2016-11-18 15:54:00,1.8,97.0,23.0,35.0,80.0,72.0,13.0
2016-11-18 16:54:00,2.2,84.0,24.0,24.0,95.0,78.0,13.0
2016-11-18 17:54:00,1.6,80.0,24.0,24.0,80.0,80.0,14.0
2016-11-18 18:54:00,1.6,80.0,22.0,23.0,,81.0,16.0
2016-11-18 19:54:00,1.6,77.0,22.0,23.0,92.0,88.0,19.0
2016-11-18 20:54:00,1.6,77.0,21.0,23.0,95.0,93.0,23.0
2016-11-18 21:54:00,1.6,80.0,21.0,22.0,96.0,96.0,29.0
2016-11-18 22:54:00,1.7,82.0,21.0,22.0,111.0,102.0,29.0
2016-11-18 23:54:00,1.6,85.0,22.0,22.0,116.0,112.0,26.0
2016-11-19 00:54:00,1.8,94.0,24.0,22.0,136.0,115.0,26.0
2016-11-19 01:54:00,1.8,100.0,28.0,23.0,140.0,126.0,28.0
2016-11-19 02:54:00,1.5,94.0,42.0,25.0,,127.0,23.0
2016-11-19 03:54:00,1.6,108.0,44.0,28.0,,131.0,21.0
2016-11-19 04:54:00,1.8,137.0,31.0,29.0,173.0,150.0,20.0
2016-11-19 05:54:00,1.9,149.0,31.0,30.0,179.0,161.0,20.0
2016-11-19 06:54:00,1.9,153.0,31.0,32.0,173.0,165.0,20.0
2016-11-19 07:54:00,1.8,154.0,31.0,33.0,177.0,159.0,19.0
2016-11-19 08:54:00,2.0,160.0,26.0,33.0,177.0,158.0,18.0
2016-11-19 09:54:00,2.3,163.0,25.0,33.0,183.0,159.0,17.0
2016-11-19 10:54:00,2.6,156.0,25.0,30.0,203.0,167.0,17.0
2016-11-19 11:54:00,2.0,139.0,23.0,28.0,170.0,166.0,22.0
2016-11-19 12:54:00,1.7,130.0,23.0,27.0,,157.0,28.0
2016-11-19 13:54:00,1.7,129.0,23.0,26.0,,152.0,33.0
2016-11-19 14:54:00,1.5,108.0,22.0,25.0,,138.0,25.0
2016-11-19 15:54:00,1.4,83.0,22.0,24.0,,116.0,20.0
2016-11-19 16:54:00,1.3,57.0,34.0,34.0,,118.0,16.0
2016-11-19 17:54:00,1.1,43.0,55.0,44.0,,89.0,15.0
2016-11-19 18:54:00,1.0,33.0,79.0,56.0,,64.0,16.0
2016-11-19 19:54:00,0.9,36.0,73.0,60.0,,59.0,16.0
2016-11-19 20:54:00,0.9,37.0,67.0,62.0,,63.0,14.0
2016-11-19 21:54:00,0.9,40.0,51.0,60.0,,66.0,14.0
2016-11-19 22:54:00,0.9,47.0,44.0,58.0,,82.0,14.0
2016-11-19 23:54:00,0.9,46.0,50.0,57.0,,77.0,13.0
2016-11-20 00:54:00,0.9,46.0,55.0,59.0,,73.0,12.0
2016-11-20 01:54:00,0.9,48.0,62.0,60.0,,58.0,12.0
2016-11-20 02:54:00,1.0,47.0,64.0,58.0,,44.0,12.0
2016-11-20 03:54:00,1.0,49.0,67.0,58.0,,37.0,12.0
2016-11-20 04:54:00,1.0,41.0,80.0,59.0,,32.0,11.0
2016-11-20 05:54:00,0.9,44.0,74.0,62.0,35.0,27.0,11.0
2016-11-20 06:54:00,0.9,55.0,62.0,64.0,39.0,30.0,12.0
2016-11-20 07:54:00,0.8,50.0,64.0,66.0,44.0,34.0,12.0
2016-11-20 08:54:00,0.8,45.0,64.0,67.0,,32.0,11.0
2016-11-20 09:54:00,0.8,47.0,63.0,67.0,33.0,26.0,12.0
2016-11-20 10:54:00,0.9,48.0,59.0,67.0,,28.0,11.0
2016-11-20 11:54:00,0.9,43.0,67.0,67.0,,27.0,10.0
2016-11-20 12:54:00,0.8,40.0,79.0,66.0,37.0,29.0,11.0
2016-11-20 13:54:00,0.7,41.0,86.0,68.0,41.0,26.0,11.0
2016-11-20 14:54:00,0.7,41.0,86.0,71.0,37.0,23.0,11.0
2016-11-20 15:54:00,0.7,39.0,87.0,74.0,28.0,21.0,11.0
2016-11-20 16:54:00,0.6,32.0,91.0,91.0,28.0,22.0,13.0
2016-11-20 17:54:00,0.6,36.0,84.0,88.0,31.0,22.0,12.0
2016-11-20 18:54:00,0.6,45.0,71.0,82.0,40.0,26.0,12.0
2016-11-20 19:54:00,0.7,40.0,73.0,80.0,35.0,28.0,12.0
2016-11-20 20:54:00,0.7,53.0,58.0,75.0,38.0,30.0,13.0
2016-11-20 21:54:00,0.7,70.0,42.0,70.0,44.0,30.0,14.0
2016-11-20 22:54:00,0.8,85.0,31.0,64.0,55.0,30.0,16.0
2016-11-20 23:54:00,1.0,88.0,30.0,60.0,60.0,34.0,15.0
2016-11-21 00:54:00,1.0,87.0,31.0,52.0,55.0,33.0,13.0
2016-11-21 01:54:00,1.1,87.0,33.0,46.0,70.0,32.0,14.0
2016-11-21 02:54:00,1.2,93.0,33.0,41.0,92.0,45.0,15.0
2016-11-21 03:54:00,1.0,85.0,35.0,37.0,79.0,58.0,13.0
2016-11-21 04:54:00,1.0,73.0,43.0,35.0,66.0,58.0,12.0
2016-11-21 05:54:00,1.0,69.0,46.0,35.0,59.0,57.0,11.0
2016-11-21 06:54:00,0.9,56.0,57.0,38.0,,47.0,11.0
2016-11-21 07:54:00,1.0,74.0,42.0,40.0,,26.0,10.0
2016-11-21 08:54:00,1.1,82.0,37.0,41.0,32.0,20.0,11.0
2016-11-21 09:54:00,1.1,94.0,31.0,40.0,42.0,25.0,11.0
2016-11-21 10:54:00,1.0,68.0,52.0,43.0,35.0,31.0,11.0
2016-11-21 11:54:00,1.0,60.0,57.0,46.0,39.0,33.0,11.0
2016-11-21 12:54:00,1.1,59.0,50.0,46.0,48.0,39.0,13.0
2016-11-21 13:54:00,0.8,37.0,67.0,49.0,,34.0,12.0
2016-11-21 14:54:00,0.7,30.0,77.0,52.0,,19.0,10.0
2016-11-21 15:54:00,0.7,25.0,81.0,56.0,,12.0,10.0
2016-11-21 16:54:00,0.7,21.0,86.0,86.0,11.0,11.0,10.0
2016-11-21 17:54:00,0.7,23.0,83.0,84.0,,13.0,10.0
2016-11-21 18:54:00,0.7,24.0,81.0,83.0,,15.0,10.0
2016-11-21 19:54:00,0.7,22.0,86.0,84.0,24.0,17.0,10.0
2016-11-21 20:54:00,0.6,20.0,87.0,85.0,,17.0,10.0
2016-11-21 21:54:00,0.5,25.0,85.0,85.0,11.0,8.0,10.0
2016-11-21 22:54:00,0.5,29.0,84.0,85.0,25.0,12.0,10.0
2016-11-21 23:54:00,0.5,34.0,80.0,84.0,15.0,10.0,10.0
2016-11-22 00:54:00,0.5,35.0,71.0,82.0,18.0,6.0,11.0
2016-11-22 01:54:00,0.5,34.0,70.0,80.0,11.0,5.0,10.0
2016-11-22 02:54:00,0.5,35.0,68.0,79.0,9.0,4.0,10.0
2016-11-22 03:54:00,0.5,31.0,70.0,77.0,,7.0,10.0
2016-11-22 04:54:00,0.5,28.0,73.0,75.0,11.0,7.0,10.0
2016-11-22 05:54:00,0.5,32.0,69.0,73.0,19.0,6.0,11.0
2016-11-22 06:54:00,0.5,32.0,71.0,72.0,15.0,7.0,10.0
2016-11-22 07:54:00,0.5,36.0,68.0,70.0,19.0,11.0,10.0
2016-11-22 08:54:00,0.5,35.0,70.0,70.0,13.0,7.0,10.0
2016-11-22 09:54:00,0.5,37.0,66.0,69.0,18.0,10.0,11.0
2016-11-22 10:54:00,0.5,35.0,71.0,70.0,19.0,9.0,11.0
2016-11-22 11:54:00,0.4,31.0,76.0,70.0,18.0,8.0,11.0
2016-11-22 12:54:00,0.4,28.0,77.0,71.0,19.0,10.0,11.0
2016-11-22 13:54:00,0.5,30.0,71.0,71.0,17.0,10.0,12.0
2016-11-22 14:54:00,0.4,26.0,72.0,71.0,,12.0,12.0
2016-11-22 15:54:00,0.4,26.0,72.0,72.0,,8.0,12.0
2016-11-22 16:54:00,0.4,23.0,70.0,70.0,8.0,6.0,14.0
2016-11-22 17:54:00,0.3,17.0,74.0,72.0,,11.0,11.0
2016-11-22 18:54:00,0.3,16.0,72.0,72.0,,9.0,10.0
2016-11-22 19:54:00,0.4,21.0,64.0,70.0,,10.0,12.0
2016-11-22 20:54:00,0.5,23.0,61.0,68.0,,6.0,13.0
2016-11-22 21:54:00,0.4,24.0,61.0,67.0,14.0,10.0,11.0
2016-11-22 22:54:00,0.5,31.0,55.0,65.0,17.0,14.0,12.0
2016-11-22 23:54:00,0.6,47.0,41.0,62.0,,18.0,11.0
2016-11-23 00:54:00,0.7,55.0,36.0,58.0,19.0,19.0,11.0
2016-11-23 01:54:00,0.8,56.0,35.0,53.0,30.0,25.0,12.0
2016-11-23 02:54:00,0.8,53.0,42.0,49.0,,34.0,12.0
2016-11-23 03:54:00,0.7,53.0,38.0,46.0,,40.0,13.0
2016-11-23 04:54:00,0.6,52.0,35.0,43.0,,35.0,15.0
2016-11-23 05:54:00,0.6,54.0,36.0,40.0,,32.0,15.0
2016-11-23 06:54:00,0.6,52.0,38.0,38.0,,29.0,14.0
2016-11-23 07:54:00,0.6,56.0,36.0,37.0,31.0,27.0,14.0
2016-11-23 08:54:00,0.6,53.0,38.0,37.0,,31.0,13.0
2016-11-23 09:54:00,0.6,52.0,40.0,38.0,,33.0,13.0
2016-11-23 10:54:00,0.6,48.0,44.0,38.0,,31.0,13.0
2016-11-23 11:54:00,0.6,51.0,43.0,39.0,,28.0,12.0
2016-11-23 12:54:00,0.6,49.0,41.0,40.0,,20.0,11.0
2016-11-23 13:54:00,0.7,51.0,41.0,40.0,,19.0,11.0
2016-11-23 14:54:00,0.8,49.0,42.0,41.0,,26.0,14.0
2016-11-23 15:54:00,0.8,46.0,40.0,41.0,,37.0,16.0
2016-11-23 16:54:00,1.0,48.0,35.0,35.0,,49.0,19.0
2016-11-23 17:54:00,0.9,45.0,39.0,37.0,,52.0,22.0
2016-11-23 18:54:00,1.1,58.0,30.0,35.0,,48.0,24.0
2016-11-23 19:54:00,1.2,60.0,28.0,33.0,,56.0,25.0
2016-11-23 20:54:00,1.2,63.0,24.0,31.0,,56.0,26.0
2016-11-23 21:54:00,1.3,65.0,21.0,30.0,62.0,61.0,27.0
2016-11-23 22:54:00,1.3,66.0,21.0,28.0,64.0,64.0,26.0
2016-11-23 23:54:00,1.5,64.0,24.0,28.0,75.0,73.0,27.0
2016-11-24 00:54:00,1.5,61.0,32.0,27.0,76.0,76.0,29.0
2016-11-24 01:54:00,1.4,59.0,40.0,28.0,,81.0,29.0
2016-11-24 02:54:00,1.3,59.0,49.0,30.0,,82.0,29.0
2016-11-24 03:54:00,1.2,61.0,56.0,33.0,,78.0,28.0
2016-11-24 04:54:00,1.1,58.0,65.0,38.0,,69.0,27.0
2016-11-24 05:54:00,0.9,52.0,77.0,46.0,,66.0,25.0
2016-11-24 06:54:00,1.1,57.0,71.0,52.0,58.0,49.0,25.0
2016-11-24 07:54:00,0.7,48.0,79.0,59.0,,46.0,19.0
2016-11-24 08:54:00,0.7,55.0,70.0,63.0,52.0,45.0,17.0
2016-11-24 09:54:00,0.7,56.0,66.0,67.0,46.0,45.0,17.0
2016-11-24 10:54:00,0.7,60.0,60.0,68.0,43.0,38.0,17.0
2016-11-24 11:54:00,0.8,86.0,37.0,66.0,55.0,44.0,16.0
2016-11-24 12:54:00,0.8,82.0,43.0,63.0,55.0,45.0,17.0
2016-11-24 13:54:00,0.8,95.0,31.0,57.0,63.0,40.0,16.0
2016-11-24 14:54:00,0.7,73.0,47.0,54.0,51.0,39.0,17.0
2016-11-24 15:54:00,0.7,71.0,44.0,50.0,48.0,42.0,18.0
2016-11-24 16:54:00,0.7,66.0,46.0,46.0,45.0,43.0,20.0
2016-11-24 17:54:00,0.7,65.0,44.0,45.0,49.0,45.0,21.0
2016-11-24 18:54:00,0.7,68.0,41.0,44.0,,51.0,21.0
2016-11-24 19:54:00,0.9,72.0,37.0,42.0,,50.0,23.0
2016-11-24 20:54:00,0.9,68.0,38.0,41.0,,57.0,22.0
2016-11-24 21:54:00,0.8,76.0,32.0,40.0,,66.0,19.0
2016-11-24 22:54:00,1.0,89.0,22.0,37.0,68.0,64.0,19.0
2016-11-24 23:54:00,1.2,92.0,23.0,35.0,76.0,69.0,18.0
2016-11-25 00:54:00,1.2,88.0,28.0,33.0,82.0,68.0,18.0
2016-11-25 01:54:00,1.0,74.0,38.0,32.0,63.0,61.0,18.0
2016-11-25 02:54:00,0.9,63.0,52.0,34.0,54.0,53.0,17.0
2016-11-25 03:54:00,1.0,76.0,41.0,34.0,51.0,48.0,17.0
2016-11-25 04:54:00,0.9,74.0,42.0,35.0,59.0,54.0,18.0
2016-11-25 05:54:00,0.9,72.0,44.0,36.0,60.0,59.0,18.0
2016-11-25 06:54:00,0.9,79.0,39.0,38.0,61.0,50.0,18.0
2016-11-25 07:54:00,1.0,89.0,33.0,40.0,68.0,55.0,17.0
2016-11-25 08:54:00,0.9,82.0,41.0,41.0,59.0,43.0,16.0
2016-11-25 09:54:00,1.0,98.0,31.0,40.0,57.0,42.0,16.0
2016-11-25 10:54:00,1.0,90.0,36.0,38.0,59.0,44.0,15.0
2016-11-25 11:54:00,1.0,86.0,40.0,38.0,57.0,42.0,14.0
2016-11-25 12:54:00,0.9,81.0,42.0,38.0,50.0,43.0,14.0
2016-11-25 13:54:00,0.9,82.0,44.0,38.0,42.0,39.0,15.0
2016-11-25 14:54:00,0.8,81.0,45.0,39.0,36.0,34.0,17.0
2016-11-25 15:54:00,0.7,70.0,56.0,42.0,,34.0,16.0
2016-11-25 16:54:00,0.7,60.0,62.0,62.0,,32.0,13.0
2016-11-25 17:54:00,0.8,54.0,64.0,63.0,,34.0,13.0
2016-11-25 18:54:00,0.7,37.0,75.0,67.0,,27.0,12.0
2016-11-25 19:54:00,0.7,41.0,63.0,66.0,,25.0,12.0
2016-11-25 20:54:00,0.7,50.0,52.0,63.0,,24.0,12.0
2016-11-25 21:54:00,0.8,65.0,33.0,58.0,,20.0,11.0
2016-11-25 22:54:00,0.8,57.0,46.0,56.0,,23.0,11.0
2016-11-25 23:54:00,0.9,82.0,23.0,52.0,18.0,14.0,11.0
2016-11-26 00:54:00,1.1,82.0,21.0,47.0,32.0,26.0,11.0
2016-11-26 01:54:00,1.5,78.0,22.0,42.0,29.0,29.0,15.0
2016-11-26 02:54:00,1.2,66.0,32.0,36.0,21.0,18.0,15.0
2016-11-26 03:54:00,1.3,67.0,37.0,33.0,18.0,16.0,13.0
2016-11-26 04:54:00,1.2,68.0,42.0,32.0,19.0,14.0,13.0
2016-11-26 05:54:00,1.2,72.0,37.0,32.0,23.0,20.0,13.0
2016-11-26 06:54:00,1.3,71.0,34.0,31.0,36.0,23.0,14.0
2016-11-26 07:54:00,1.2,61.0,44.0,34.0,37.0,36.0,13.0
2016-11-26 08:54:00,1.2,73.0,35.0,35.0,43.0,37.0,14.0
2016-11-26 09:54:00,1.3,77.0,29.0,36.0,65.0,41.0,15.0
2016-11-26 10:54:00,1.4,84.0,26.0,36.0,70.0,62.0,18.0
2016-11-26 11:54:00,1.4,84.0,30.0,35.0,,76.0,18.0
2016-11-26 12:54:00,1.4,84.0,32.0,33.0,,88.0,18.0
2016-11-26 13:54:00,1.3,80.0,34.0,33.0,,83.0,18.0
2016-11-26 14:54:00,1.2,64.0,53.0,35.0,,68.0,21.0
2016-11-26 15:54:00,1.1,56.0,59.0,37.0,,58.0,22.0
2016-11-26 16:54:00,1.1,55.0,56.0,56.0,,51.0,22.0
2016-11-26 17:54:00,1.3,63.0,43.0,50.0,50.0,50.0,28.0
2016-11-26 18:54:00,1.5,74.0,31.0,43.0,,66.0,35.0
2016-11-26 19:54:00,1.3,80.0,25.0,39.0,,77.0,36.0
2016-11-26 20:54:00,1.6,87.0,21.0,35.0,,87.0,36.0
2016-11-26 21:54:00,2.0,86.0,22.0,33.0,100.0,93.0,37.0
2016-11-26 22:54:00,2.2,85.0,22.0,31.0,111.0,106.0,36.0
2016-11-26 23:54:00,2.2,87.0,25.0,31.0,120.0,112.0,37.0
2016-11-27 00:54:00,2.2,90.0,30.0,27.0,130.0,116.0,45.0
2016-11-27 01:54:00,2.2,94.0,36.0,26.0,131.0,114.0,53.0
2016-11-27 02:54:00,2.2,97.0,43.0,28.0,135.0,124.0,54.0
2016-11-27 03:54:00,2.0,90.0,60.0,32.0,,129.0,52.0
2016-11-27 04:54:00,1.9,90.0,72.0,39.0,,118.0,46.0
2016-11-27 05:54:00,2.1,98.0,72.0,45.0,129.0,119.0,46.0
2016-11-27 06:54:00,1.8,95.0,82.0,52.0,133.0,125.0,43.0
2016-11-27 07:54:00,1.8,96.0,85.0,60.0,143.0,121.0,48.0
2016-11-27 08:54:00,1.6,114.0,65.0,64.0,159.0,120.0,48.0
2016-11-27 09:54:00,1.6,130.0,48.0,66.0,160.0,125.0,39.0
2016-11-27 10:54:00,1.5,130.0,51.0,67.0,168.0,124.0,33.0
2016-11-27 11:54:00,1.5,111.0,59.0,67.0,171.0,118.0,32.0
2016-11-27 12:54:00,1.6,134.0,37.0,62.0,179.0,122.0,31.0
2016-11-27 13:54:00,1.6,132.0,34.0,58.0,178.0,127.0,31.0
2016-11-27 14:54:00,1.8,134.0,28.0,51.0,182.0,130.0,33.0
2016-11-27 15:54:00,1.8,128.0,26.0,44.0,173.0,120.0,29.0
2016-11-27 16:54:00,1.5,118.0,29.0,29.0,166.0,109.0,27.0
2016-11-27 17:54:00,1.4,110.0,29.0,29.0,176.0,111.0,31.0
2016-11-27 18:54:00,1.4,100.0,31.0,30.0,186.0,116.0,33.0
2016-11-27 19:54:00,1.4,97.0,31.0,30.0,179.0,111.0,33.0
2016-11-27 20:54:00,1.4,90.0,32.0,30.0,183.0,109.0,36.0
2016-11-27 21:54:00,1.4,93.0,27.0,30.0,181.0,108.0,36.0
2016-11-27 22:54:00,1.6,99.0,22.0,29.0,190.0,105.0,36.0
2016-11-27 23:54:00,1.9,101.0,24.0,28.0,202.0,110.0,34.0
2016-11-28 00:54:00,1.9,94.0,29.0,28.0,209.0,115.0,32.0
2016-11-28 01:54:00,2.0,86.0,42.0,30.0,178.0,106.0,33.0
2016-11-28 02:54:00,1.9,70.0,69.0,34.0,138.0,82.0,37.0
2016-11-28 03:54:00,1.2,49.0,103.0,44.0,159.0,72.0,30.0
2016-11-28 04:54:00,1.1,48.0,108.0,53.0,152.0,78.0,28.0
2016-11-28 05:54:00,1.2,50.0,104.0,63.0,123.0,64.0,29.0
2016-11-28 06:54:00,1.1,52.0,95.0,72.0,93.0,53.0,26.0
2016-11-28 07:54:00,0.9,48.0,88.0,80.0,56.0,32.0,21.0
2016-11-28 08:54:00,0.8,49.0,80.0,86.0,46.0,20.0,17.0
2016-11-28 09:54:00,0.8,59.0,65.0,89.0,43.0,17.0,16.0
2016-11-28 10:54:00,0.8,57.0,67.0,89.0,34.0,18.0,16.0
2016-11-28 11:54:00,0.8,58.0,64.0,84.0,33.0,15.0,13.0
2016-11-28 12:54:00,0.8,61.0,60.0,78.0,25.0,18.0,12.0
2016-11-28 13:54:00,0.8,73.0,48.0,71.0,30.0,15.0,14.0
2016-11-28 14:54:00,0.8,68.0,49.0,65.0,29.0,17.0,13.0
2016-11-28 15:54:00,0.8,69.0,45.0,60.0,26.0,17.0,13.0
2016-11-28 16:54:00,1.0,95.0,22.0,22.0,39.0,20.0,13.0
2016-11-28 17:54:00,1.1,96.0,21.0,22.0,43.0,22.0,13.0
2016-11-28 18:54:00,1.1,93.0,21.0,21.0,53.0,27.0,15.0
2016-11-28 19:54:00,1.1,89.0,21.0,21.0,54.0,29.0,15.0
2016-11-28 20:54:00,1.1,85.0,21.0,21.0,65.0,30.0,15.0
2016-11-28 21:54:00,1.1,84.0,21.0,21.0,63.0,32.0,16.0
2016-11-28 22:54:00,1.2,85.0,21.0,21.0,72.0,35.0,16.0
2016-11-28 23:54:00,1.5,92.0,22.0,21.0,94.0,36.0,17.0
2016-11-29 00:54:00,1.8,103.0,23.0,21.0,110.0,49.0,17.0
2016-11-29 01:54:00,1.7,111.0,24.0,22.0,102.0,48.0,17.0
2016-11-29 02:54:00,1.0,65.0,52.0,26.0,44.0,37.0,14.0
2016-11-29 08:54:00,1.2,75.0,42.0,39.0,61.0,16.0,13.0
2016-11-29 09:54:00,1.1,80.0,37.0,44.0,44.0,17.0,14.0
2016-11-29 10:54:00,1.1,86.0,33.0,37.0,43.0,20.0,15.0
2016-11-29 11:54:00,1.2,95.0,26.0,34.0,40.0,22.0,18.0
2016-11-29 12:54:00,1.2,100.0,24.0,32.0,41.0,26.0,16.0
2016-11-29 13:54:00,1.2,102.0,23.0,31.0,39.0,23.0,15.0
2016-11-29 14:54:00,1.2,98.0,26.0,30.0,40.0,24.0,15.0
2016-11-29 15:54:00,1.1,76.0,41.0,32.0,33.0,23.0,14.0
2016-11-29 16:54:00,0.9,72.0,44.0,44.0,27.0,24.0,15.0
2016-11-29 17:54:00,0.9,87.0,31.0,38.0,25.0,17.0,19.0
2016-11-29 18:54:00,0.9,87.0,30.0,35.0,24.0,16.0,19.0
2016-11-29 19:54:00,0.9,69.0,42.0,37.0,20.0,15.0,16.0
2016-11-29 20:54:00,0.9,57.0,51.0,40.0,22.0,12.0,14.0
2016-11-29 21:54:00,1.0,91.0,22.0,37.0,52.0,13.0,15.0
2016-11-29 22:54:00,1.2,92.0,20.0,34.0,75.0,25.0,16.0
2016-11-29 23:54:00,1.5,98.0,21.0,33.0,85.0,36.0,17.0
2016-11-30 00:54:00,1.6,99.0,22.0,30.0,95.0,42.0,18.0
2016-11-30 01:54:00,1.6,94.0,25.0,29.0,107.0,46.0,20.0
2016-11-30 02:54:00,1.6,99.0,28.0,29.0,122.0,49.0,20.0
2016-11-30 03:54:00,1.3,96.0,26.0,27.0,111.0,18.0,21.0
2016-11-30 04:54:00,1.3,94.0,29.0,24.0,98.0,56.0,24.0
2016-11-30 05:54:00,1.4,105.0,32.0,25.0,108.0,65.0,23.0
2016-11-30 06:54:00,1.3,89.0,54.0,30.0,99.0,76.0,22.0
2016-11-30 07:54:00,1.3,86.0,59.0,34.0,111.0,78.0,22.0
2016-11-30 08:54:00,1.5,97.0,49.0,38.0,105.0,74.0,21.0
2016-11-30 09:54:00,1.7,122.0,27.0,38.0,121.0,78.0,21.0
2016-11-30 10:54:00,1.8,127.0,23.0,37.0,119.0,84.0,21.0
2016-11-30 11:54:00,1.6,114.0,26.0,37.0,114.0,86.0,20.0
2016-11-30 12:54:00,1.7,117.0,22.0,36.0,125.0,88.0,21.0
2016-11-30 13:54:00,1.7,112.0,22.0,35.0,116.0,87.0,22.0
2016-11-30 14:54:00,1.6,101.0,23.0,31.0,106.0,86.0,23.0
2016-11-30 15:54:00,1.6,92.0,25.0,27.0,113.0,94.0,21.0
2016-11-30 16:54:00,1.6,90.0,23.0,23.0,116.0,97.0,21.0
2016-11-30 17:54:00,1.6,78.0,31.0,27.0,103.0,100.0,23.0
2016-11-30 18:54:00,1.6,80.0,28.0,27.0,97.0,92.0,23.0
2016-11-30 19:54:00,1.6,85.0,22.0,26.0,,92.0,25.0
2016-11-30 20:54:00,1.8,86.0,21.0,25.0,100.0,96.0,30.0
2016-11-30 21:54:00,1.9,88.0,20.0,24.0,106.0,99.0,34.0
2016-11-30 22:54:00,1.9,90.0,21.0,24.0,112.0,96.0,32.0
2016-11-30 23:54:00,2.1,96.0,23.0,24.0,127.0,96.0,32.0
2016-12-01 00:54:00,2.0,97.0,27.0,24.0,152.0,102.0,34.0
2016-12-01 01:54:00,2.1,94.0,39.0,25.0,179.0,116.0,39.0
2016-12-01 02:54:00,2.1,90.0,57.0,29.0,198.0,129.0,45.0
2016-12-01 03:54:00,2.1,86.0,76.0,36.0,188.0,144.0,46.0
2016-12-01 04:54:00,2.0,76.0,100.0,45.0,192.0,139.0,47.0
2016-12-01 05:54:00,2.1,87.0,94.0,55.0,196.0,135.0,46.0
2016-12-01 06:54:00,1.8,77.0,111.0,66.0,175.0,128.0,41.0
2016-12-01 07:54:00,1.6,85.0,103.0,76.0,178.0,127.0,38.0
2016-12-01 08:54:00,1.3,64.0,111.0,86.0,161.0,129.0,26.0
2016-12-01 09:54:00,1.4,58.0,109.0,95.0,152.0,122.0,23.0
2016-12-01 10:54:00,1.5,65.0,101.0,101.0,151.0,127.0,23.0
2016-12-01 11:54:00,1.5,77.0,84.0,102.0,134.0,123.0,22.0
2016-12-01 12:54:00,1.4,82.0,73.0,98.0,110.0,100.0,19.0
2016-12-01 13:54:00,1.3,92.0,58.0,94.0,86.0,85.0,18.0
2016-12-01 14:54:00,1.2,83.0,67.0,88.0,76.0,59.0,17.0
2016-12-01 15:54:00,1.1,76.0,72.0,84.0,68.0,53.0,17.0
2016-12-01 16:54:00,1.1,69.0,73.0,73.0,65.0,49.0,16.0
2016-12-01 17:54:00,1.0,50.0,85.0,79.0,65.0,46.0,17.0
2016-12-01 18:54:00,1.0,44.0,86.0,81.0,52.0,38.0,15.0
2016-12-01 19:54:00,1.0,40.0,89.0,83.0,46.0,36.0,15.0
2016-12-01 20:54:00,1.0,48.0,77.0,82.0,49.0,29.0,15.0
2016-12-01 21:54:00,1.0,72.0,54.0,77.0,53.0,32.0,16.0
2016-12-01 22:54:00,1.6,112.0,24.0,70.0,83.0,33.0,17.0
2016-12-01 23:54:00,1.9,116.0,25.0,64.0,103.0,42.0,18.0
2016-12-02 00:54:00,1.7,115.0,31.0,59.0,108.0,46.0,18.0
2016-12-02 01:54:00,1.1,65.0,69.0,57.0,58.0,40.0,16.0
2016-12-02 02:54:00,0.9,35.0,92.0,58.0,33.0,22.0,15.0
2016-12-02 03:54:00,0.9,36.0,95.0,58.0,24.0,22.0,15.0
2016-12-02 04:54:00,0.9,39.0,98.0,61.0,31.0,22.0,14.0
2016-12-02 05:54:00,0.8,40.0,97.0,66.0,57.0,25.0,14.0
2016-12-02 06:54:00,0.8,47.0,91.0,75.0,44.0,23.0,14.0
2016-12-02 07:54:00,0.8,58.0,80.0,82.0,50.0,22.0,15.0
2016-12-02 08:54:00,0.9,57.0,76.0,87.0,29.0,23.0,15.0
2016-12-02 09:54:00,1.0,64.0,67.0,87.0,46.0,22.0,14.0
2016-12-02 10:54:00,1.0,60.0,67.0,84.0,35.0,23.0,15.0
2016-12-02 11:54:00,1.0,70.0,55.0,79.0,40.0,27.0,13.0
2016-12-02 12:54:00,1.0,69.0,56.0,74.0,41.0,25.0,14.0
2016-12-02 13:54:00,1.1,76.0,48.0,68.0,32.0,26.0,14.0
2016-12-02 14:54:00,1.0,72.0,51.0,62.0,33.0,25.0,12.0
2016-12-02 15:54:00,0.9,60.0,61.0,60.0,35.0,24.0,13.0
2016-12-02 16:54:00,1.0,67.0,52.0,52.0,28.0,19.0,14.0
2016-12-02 17:54:00,1.0,63.0,54.0,53.0,29.0,22.0,15.0
2016-12-02 18:54:00,0.9,66.0,51.0,52.0,23.0,21.0,15.0
