ts,co,no2,o3_1h,o3_8h,pm10,pm25,so2
2016-09-09 02:54:00,0.8,58.0,170.0,97.0,70.0,62.0,12.0
2016-09-09 03:54:00,0.8,55.0,185.0,108.0,72.0,58.0,13.0
2016-09-09 04:54:00,0.6,38.0,217.0,126.0,,48.0,14.0
2016-09-09 05:54:00,0.5,35.0,195.0,142.0,,42.0,13.0
2016-09-09 06:54:00,0.4,37.0,175.0,159.0,44.0,32.0,11.0
2016-09-09 07:54:00,0.4,44.0,165.0,170.0,41.0,32.0,10.0
2016-09-09 08:54:00,0.5,48.0,158.0,177.0,48.0,34.0,10.0
2016-09-09 09:54:00,0.6,50.0,148.0,177.0,53.0,32.0,9.0
2016-09-09 10:54:00,0.6,58.0,134.0,172.0,59.0,36.0,10.0
2016-09-09 11:54:00,0.7,49.0,149.0,168.0,76.0,42.0,11.0
2016-09-09 12:54:00,0.7,39.0,170.0,162.0,69.0,58.0,12.0
2016-09-09 13:54:00,0.8,38.0,172.0,159.0,,62.0,12.0
2016-09-09 14:54:00,0.7,35.0,160.0,157.0,,57.0,12.0
2016-09-09 15:54:00,0.7,31.0,154.0,156.0,63.0,54.0,12.0
2016-09-09 17:54:00,0.6,20.0,152.0,150.0,,50.0,11.0
2016-09-09 18:54:00,0.6,20.0,143.0,148.0,56.0,52.0,12.0
2016-09-09 19:54:00,0.6,21.0,139.0,146.0,59.0,57.0,12.0
2016-09-09 20:54:00,0.6,21.0,131.0,143.0,,62.0,13.0
2016-09-09 21:54:00,0.6,26.0,122.0,139.0,,66.0,13.0
2016-09-09 22:54:00,0.7,42.0,107.0,135.0,67.0,66.0,13.0
2016-09-09 23:54:00,0.7,46.0,111.0,132.0,,66.0,12.0
2016-09-10 00:54:00,0.7,47.0,100.0,126.0,67.0,62.0,13.0
2016-09-10 01:54:00,0.7,47.0,96.0,119.0,68.0,59.0,12.0
2016-09-10 02:54:00,0.7,38.0,120.0,116.0,63.0,62.0,12.0
2016-09-10 03:54:00,0.6,38.0,134.0,115.0,,57.0,12.0
2016-09-10 04:54:00,0.6,33.0,141.0,116.0,53.0,42.0,11.0
2016-09-10 05:54:00,0.6,37.0,156.0,121.0,59.0,41.0,11.0
2016-09-10 06:54:00,0.6,40.0,158.0,127.0,57.0,46.0,11.0
2016-09-10 07:54:00,0.6,41.0,139.0,130.0,65.0,46.0,11.0
2016-09-10 08:54:00,0.6,42.0,129.0,134.0,78.0,45.0,11.0
2016-09-10 09:54:00,0.6,45.0,120.0,137.0,51.0,49.0,10.0
2016-09-10 11:54:00,0.6,37.0,112.0,134.0,61.0,38.0,10.0
2016-09-10 12:54:00,0.6,34.0,111.0,130.0,58.0,40.0,10.0
2016-09-10 13:54:00,0.6,33.0,108.0,124.0,45.0,43.0,10.0
2016-09-10 14:54:00,0.6,33.0,106.0,117.0,,43.0,10.0
2016-09-10 15:54:00,0.6,29.0,108.0,113.0,46.0,43.0,11.0
2016-09-10 16:54:00,0.6,23.0,111.0,111.0,46.0,43.0,12.0
2016-09-10 17:54:00,0.6,23.0,110.0,110.0,,48.0,11.0
2016-09-10 18:54:00,0.6,21.0,114.0,112.0,,46.0,11.0
2016-09-10 19:54:00,0.6,22.0,112.0,112.0,52.0,50.0,12.0
2016-09-10 20:54:00,0.6,23.0,111.0,112.0,58.0,50.0,12.0
2016-09-10 21:54:00,0.6,25.0,110.0,111.0,60.0,56.0,12.0
2016-09-10 22:54:00,0.7,30.0,107.0,111.0,62.0,55.0,11.0
2016-09-10 23:54:00,0.7,42.0,99.0,109.0,64.0,59.0,11.0
2016-09-11 00:54:00,0.7,46.0,95.0,107.0,,58.0,11.0
2016-09-11 01:54:00,0.5,41.0,111.0,107.0,,43.0,10.0
2016-09-11 02:54:00,0.5,35.0,130.0,109.0,51.0,25.0,9.0
2016-09-11 03:54:00,0.6,46.0,119.0,110.0,35.0,34.0,9.0
2016-09-11 04:54:00,0.6,48.0,111.0,110.0,36.0,26.0,9.0
2016-09-11 05:54:00,0.6,57.0,116.0,111.0,49.0,39.0,10.0
2016-09-11 06:54:00,0.7,72.0,99.0,110.0,69.0,46.0,11.0
2016-09-11 07:54:00,0.8,95.0,67.0,106.0,71.0,53.0,10.0
2016-09-11 08:54:00,0.9,115.0,25.0,97.0,64.0,55.0,9.0
2016-09-11 09:54:00,0.7,72.0,78.0,93.0,,58.0,9.0
2016-09-11 10:54:00,0.6,52.0,97.0,89.0,,48.0,9.0
2016-09-11 11:54:00,0.6,52.0,90.0,85.0,49.0,46.0,9.0
2016-09-11 12:54:00,0.7,67.0,66.0,80.0,56.0,49.0,9.0
2016-09-11 13:54:00,0.6,55.0,80.0,75.0,,52.0,10.0
2016-09-11 14:54:00,0.5,57.0,78.0,73.0,,37.0,10.0
2016-09-11 15:54:00,0.5,57.0,72.0,73.0,36.0,35.0,11.0
2016-09-11 16:54:00,0.5,42.0,84.0,84.0,,45.0,11.0
2016-09-11 17:54:00,0.5,42.0,86.0,85.0,,45.0,14.0
2016-09-11 18:54:00,0.5,38.0,92.0,87.0,,43.0,14.0
2016-09-11 19:54:00,0.5,37.0,92.0,88.0,43.0,41.0,12.0
2016-09-11 20:54:00,0.5,33.0,101.0,91.0,41.0,38.0,10.0
2016-09-11 21:54:00,0.5,38.0,99.0,92.0,46.0,41.0,10.0
2016-09-11 22:54:00,0.6,48.0,86.0,91.0,44.0,42.0,9.0
2016-09-11 23:54:00,0.7,63.0,87.0,91.0,,40.0,12.0
2016-09-12 00:54:00,0.6,48.0,102.0,93.0,47.0,36.0,11.0
2016-09-12 01:54:00,0.6,41.0,109.0,96.0,47.0,33.0,11.0
2016-09-12 02:54:00,0.5,34.0,120.0,100.0,37.0,27.0,11.0
2016-09-12 03:54:00,0.4,28.0,135.0,105.0,30.0,26.0,10.0
2016-09-12 04:54:00,0.5,27.0,138.0,110.0,32.0,22.0,10.0
2016-09-12 05:54:00,0.4,25.0,139.0,114.0,23.0,22.0,10.0
2016-09-12 06:54:00,0.4,22.0,139.0,121.0,29.0,24.0,9.0
2016-09-12 07:54:00,0.5,25.0,135.0,127.0,44.0,24.0,10.0
2016-09-12 08:54:00,0.5,28.0,128.0,130.0,58.0,31.0,10.0
2016-09-12 09:54:00,0.6,33.0,122.0,132.0,56.0,37.0,10.0
2016-09-12 10:54:00,0.7,42.0,112.0,131.0,65.0,46.0,10.0
2016-09-12 11:54:00,0.6,40.0,111.0,128.0,66.0,46.0,10.0
2016-09-12 12:54:00,0.6,39.0,115.0,125.0,60.0,46.0,10.0
2016-09-12 13:54:00,0.7,34.0,125.0,123.0,57.0,50.0,10.0
2016-09-12 14:54:00,0.7,40.0,121.0,121.0,55.0,49.0,12.0
2016-09-12 15:54:00,0.6,34.0,123.0,120.0,,50.0,13.0
2016-09-12 16:54:00,0.6,37.0,115.0,115.0,,52.0,12.0
2016-09-12 17:54:00,0.6,35.0,111.0,113.0,,54.0,14.0
2016-09-12 18:54:00,0.6,33.0,108.0,111.0,54.0,52.0,12.0
2016-09-12 19:54:00,0.5,27.0,110.0,111.0,,52.0,10.0
2016-09-12 20:54:00,0.5,27.0,106.0,110.0,,45.0,9.0
2016-09-13 02:54:00,0.5,27.0,131.0,116.0,39.0,27.0,10.0
2016-09-13 03:54:00,0.5,23.0,144.0,127.0,33.0,27.0,10.0
2016-09-13 04:54:00,0.5,24.0,141.0,139.0,37.0,25.0,8.0
2016-09-13 05:54:00,0.5,23.0,143.0,140.0,35.0,24.0,9.0
2016-09-13 06:54:00,0.6,27.0,133.0,138.0,41.0,31.0,9.0
2016-09-13 07:54:00,0.6,30.0,127.0,136.0,40.0,31.0,9.0
2016-09-13 08:54:00,0.6,29.0,127.0,135.0,44.0,30.0,8.0
2016-09-13 09:54:00,0.6,29.0,118.0,133.0,33.0,25.0,8.0
2016-09-13 10:54:00,0.6,33.0,108.0,130.0,36.0,25.0,9.0
2016-09-13 11:54:00,0.6,37.0,95.0,124.0,42.0,25.0,9.0
2016-09-13 12:54:00,0.6,34.0,97.0,118.0,30.0,27.0,9.0
2016-09-13 13:54:00,0.6,34.0,94.0,112.0,34.0,29.0,9.0
2016-09-13 14:54:00,0.6,40.0,80.0,106.0,40.0,28.0,12.0
2016-09-13 15:54:00,0.6,37.0,75.0,99.0,37.0,29.0,12.0
2016-09-13 16:54:00,0.5,27.0,83.0,83.0,33.0,28.0,11.0
2016-09-13 17:54:00,0.5,22.0,85.0,84.0,32.0,24.0,10.0
2016-09-13 18:54:00,0.5,24.0,83.0,84.0,,29.0,10.0
2016-09-13 19:54:00,0.5,19.0,101.0,88.0,21.0,21.0,8.0
2016-09-13 20:54:00,0.5,25.0,87.0,88.0,29.0,12.0,8.0
2016-09-13 21:54:00,0.5,33.0,71.0,85.0,39.0,16.0,8.0
2016-09-13 22:54:00,0.6,39.0,63.0,82.0,38.0,31.0,9.0
2016-09-13 23:54:00,0.6,38.0,77.0,81.0,,32.0,9.0
2016-09-14 00:54:00,0.7,40.0,83.0,81.0,28.0,26.0,8.0
2016-09-14 01:54:00,0.6,41.0,92.0,82.0,,18.0,10.0
2016-09-14 02:54:00,0.6,48.0,86.0,82.0,25.0,15.0,10.0
2016-09-14 03:54:00,0.6,49.0,79.0,80.0,22.0,14.0,9.0
2016-09-14 04:54:00,0.6,43.0,84.0,79.0,17.0,16.0,9.0
2016-09-14 05:54:00,0.6,53.0,78.0,80.0,17.0,16.0,10.0
2016-09-14 07:54:00,0.5,46.0,82.0,83.0,,17.0,10.0
2016-09-14 08:54:00,0.5,44.0,87.0,84.0,21.0,15.0,9.0
2016-09-14 09:54:00,0.6,47.0,85.0,83.0,15.0,14.0,8.0
2016-09-14 10:54:00,0.6,58.0,69.0,81.0,27.0,14.0,8.0
2016-09-14 11:54:00,0.6,54.0,65.0,79.0,29.0,16.0,9.0
2016-09-14 12:54:00,0.6,62.0,50.0,75.0,28.0,17.0,10.0
2016-09-14 13:54:00,0.6,72.0,40.0,70.0,27.0,19.0,11.0
2016-09-14 14:54:00,0.5,51.0,59.0,67.0,18.0,16.0,10.0
2016-09-14 15:54:00,0.5,48.0,61.0,64.0,,14.0,10.0
2016-09-14 16:54:00,0.5,31.0,77.0,77.0,,12.0,9.0
2016-09-14 17:54:00,0.5,27.0,81.0,79.0,9.0,9.0,9.0
2016-09-14 18:54:00,0.5,25.0,77.0,78.0,14.0,11.0,8.0
2016-09-14 19:54:00,0.5,25.0,72.0,77.0,13.0,8.0,8.0
2016-09-14 20:54:00,0.5,25.0,68.0,75.0,15.0,11.0,9.0
2016-09-14 21:54:00,0.5,29.0,58.0,72.0,17.0,12.0,9.0
2016-09-14 22:54:00,0.5,29.0,58.0,70.0,,14.0,8.0
2016-09-14 23:54:00,0.6,34.0,43.0,67.0,13.0,6.0,8.0
2016-09-15 00:54:00,0.5,28.0,26.0,60.0,14.0,7.0,8.0
2016-09-15 01:54:00,0.5,26.0,25.0,53.0,11.0,9.0,8.0
2016-09-15 02:54:00,0.6,31.0,20.0,46.0,14.0,9.0,9.0
2016-09-15 03:54:00,0.6,29.0,22.0,40.0,12.0,5.0,10.0
2016-09-15 04:54:00,0.6,27.0,25.0,35.0,23.0,10.0,9.0
2016-09-15 05:54:00,0.6,30.0,31.0,31.0,11.0,9.0,9.0
2016-09-15 06:54:00,0.5,26.0,44.0,30.0,,14.0,9.0
2016-09-15 07:54:00,0.5,25.0,54.0,31.0,14.0,13.0,8.0
2016-09-15 08:54:00,0.5,25.0,56.0,35.0,11.0,11.0,8.0
2016-09-15 09:54:00,0.5,35.0,44.0,37.0,13.0,7.0,8.0
2016-09-15 10:54:00,0.6,29.0,47.0,40.0,15.0,10.0,8.0
2016-09-15 11:54:00,0.5,20.0,49.0,44.0,,13.0,8.0
2016-09-15 12:54:00,0.5,21.0,49.0,47.0,16.0,9.0,8.0
2016-09-15 13:54:00,0.5,18.0,52.0,49.0,9.0,8.0,7.0
2016-09-15 14:54:00,0.4,16.0,43.0,49.0,,4.0,8.0
2016-09-15 15:54:00,0.4,18.0,40.0,48.0,6.0,4.0,8.0
2016-09-15 16:54:00,0.4,16.0,38.0,38.0,7.0,6.0,8.0
2016-09-15 17:54:00,0.4,14.0,44.0,41.0,8.0,7.0,8.0
2016-09-15 18:54:00,0.4,14.0,46.0,43.0,14.0,4.0,7.0
2016-09-15 19:54:00,0.4,16.0,44.0,43.0,4.0,2.0,8.0
2016-09-15 20:54:00,0.4,13.0,44.0,43.0,,3.0,7.0
2016-09-15 21:54:00,0.4,13.0,37.0,42.0,,3.0,7.0
2016-09-15 22:54:00,0.4,16.0,31.0,41.0,4.0,3.0,7.0
2016-09-15 23:54:00,0.5,22.0,24.0,38.0,8.0,2.0,7.0
2016-09-16 00:54:00,0.5,25.0,18.0,36.0,13.0,7.0,7.0
2016-09-16 01:54:00,0.6,24.0,19.0,33.0,11.0,8.0,8.0
2016-09-16 02:54:00,0.6,26.0,19.0,30.0,20.0,8.0,8.0
2016-09-16 03:54:00,0.6,18.0,30.0,28.0,15.0,10.0,8.0
2016-09-16 04:54:00,0.6,17.0,37.0,27.0,28.0,9.0,8.0
2016-09-16 05:54:00,0.6,17.0,39.0,27.0,25.0,12.0,8.0
2016-09-16 06:54:00,0.6,24.0,42.0,28.0,26.0,14.0,9.0
2016-09-16 07:54:00,0.6,27.0,38.0,30.0,33.0,15.0,9.0
2016-09-16 08:54:00,0.6,25.0,34.0,32.0,33.0,15.0,9.0
2016-09-16 09:54:00,0.6,27.0,30.0,34.0,28.0,16.0,9.0
2016-09-16 10:54:00,0.7,29.0,23.0,34.0,42.0,15.0,10.0
2016-09-16 11:54:00,0.7,27.0,35.0,35.0,25.0,17.0,9.0
2016-09-16 12:54:00,0.6,34.0,35.0,34.0,24.0,14.0,10.0
2016-09-16 13:54:00,0.7,37.0,37.0,34.0,15.0,14.0,9.0
2016-09-16 14:54:00,0.7,36.0,31.0,33.0,12.0,10.0,10.0
2016-09-16 15:54:00,0.7,33.0,29.0,32.0,13.0,11.0,11.0
2016-09-16 16:54:00,0.7,30.0,26.0,26.0,,13.0,10.0
2016-09-16 17:54:00,0.6,25.0,28.0,27.0,,14.0,10.0
2016-09-16 18:54:00,0.6,22.0,31.0,28.0,20.0,20.0,9.0
2016-09-16 19:54:00,0.6,20.0,32.0,29.0,,25.0,8.0
2016-09-16 20:54:00,0.6,22.0,29.0,29.0,29.0,23.0,8.0
2016-09-16 21:54:00,0.7,24.0,27.0,29.0,27.0,23.0,8.0
2016-09-16 22:54:00,0.5,31.0,28.0,29.0,20.0,19.0,8.0
2016-09-16 23:54:00,0.5,35.0,29.0,29.0,20.0,17.0,9.0
2016-09-17 00:54:00,0.5,27.0,41.0,31.0,24.0,10.0,8.0
2016-09-17 01:54:00,0.5,29.0,42.0,32.0,29.0,10.0,9.0
2016-09-17 02:54:00,0.5,28.0,48.0,34.0,35.0,14.0,9.0
2016-09-17 03:54:00,0.5,23.0,68.0,39.0,20.0,15.0,9.0
2016-09-17 04:54:00,0.6,26.0,71.0,44.0,22.0,11.0,9.0
2016-09-17 05:54:00,0.5,22.0,77.0,50.0,19.0,13.0,9.0
2016-09-17 06:54:00,0.7,27.0,78.0,57.0,22.0,12.0,11.0
2016-09-17 07:54:00,0.5,21.0,80.0,63.0,16.0,11.0,9.0
2016-09-17 08:54:00,0.7,28.0,68.0,66.0,31.0,10.0,11.0
2016-09-17 09:54:00,1.0,48.0,42.0,66.0,24.0,9.0,16.0
2016-09-17 10:54:00,0.8,40.0,47.0,66.0,31.0,13.0,13.0
2016-09-17 11:54:00,0.5,21.0,68.0,66.0,19.0,10.0,9.0
2016-09-17 12:54:00,0.5,23.0,68.0,66.0,24.0,9.0,8.0
2016-09-17 13:54:00,0.5,23.0,76.0,66.0,12.0,7.0,8.0
2016-09-17 14:54:00,0.5,20.0,97.0,68.0,35.0,13.0,8.0
2016-09-17 15:54:00,0.6,19.0,102.0,71.0,45.0,25.0,9.0
2016-09-17 16:54:00,0.6,17.0,107.0,107.0,49.0,34.0,9.0
2016-09-17 17:54:00,0.7,18.0,111.0,109.0,61.0,43.0,9.0
2016-09-17 18:54:00,1.0,28.0,99.0,106.0,76.0,49.0,12.0
2016-09-17 19:54:00,1.2,35.0,84.0,100.0,84.0,58.0,15.0
2016-09-17 20:54:00,1.0,33.0,83.0,97.0,79.0,60.0,13.0
2016-09-17 21:54:00,1.1,40.0,73.0,93.0,72.0,58.0,13.0
2016-09-17 22:54:00,1.0,50.0,60.0,88.0,52.0,46.0,12.0
2016-09-17 23:54:00,0.8,36.0,76.0,87.0,53.0,32.0,13.0
2016-09-18 00:54:00,0.6,23.0,92.0,85.0,41.0,24.0,10.0
2016-09-18 01:54:00,0.6,22.0,102.0,84.0,49.0,25.0,9.0
2016-09-18 02:54:00,0.6,20.0,106.0,84.0,61.0,29.0,9.0
2016-09-18 14:54:00,0.6,22.0,95.0,95.0,45.0,23.0,9.0
2016-09-18 15:54:00,0.6,23.0,84.0,93.0,42.0,23.0,9.0
2016-09-18 16:54:00,0.7,22.0,82.0,82.0,43.0,27.0,10.0
2016-09-18 17:54:00,0.6,22.0,79.0,80.0,36.0,28.0,10.0
2016-09-18 18:54:00,0.6,21.0,80.0,80.0,35.0,23.0,10.0
2016-09-18 19:54:00,0.5,16.0,85.0,82.0,35.0,20.0,9.0
2016-09-18 20:54:00,0.5,16.0,83.0,82.0,35.0,20.0,9.0
2016-09-18 21:54:00,0.5,19.0,80.0,82.0,36.0,18.0,9.0
2016-09-18 22:54:00,0.6,38.0,60.0,78.0,40.0,20.0,10.0
2016-09-18 23:54:00,0.6,44.0,55.0,76.0,50.0,23.0,11.0
2016-09-19 00:54:00,0.6,35.0,69.0,74.0,52.0,25.0,11.0
2016-09-19 01:54:00,0.7,32.0,74.0,73.0,52.0,23.0,11.0
2016-09-19 03:54:00,0.6,22.0,95.0,74.0,38.0,24.0,11.0
2016-09-19 04:54:00,0.8,27.0,94.0,75.0,39.0,19.0,12.0
2016-09-19 05:54:00,0.7,23.0,98.0,77.0,48.0,22.0,13.0
2016-09-19 06:54:00,0.6,21.0,98.0,82.0,59.0,22.0,12.0
2016-09-19 07:54:00,0.6,20.0,97.0,87.0,48.0,22.0,10.0
2016-09-19 08:54:00,0.5,24.0,94.0,90.0,55.0,18.0,10.0
2016-09-19 09:54:00,0.8,33.0,86.0,92.0,48.0,18.0,12.0
2016-09-19 10:54:00,0.7,31.0,86.0,94.0,47.0,20.0,11.0
2016-09-19 18:54:00,0.5,35.0,56.0,56.0,40.0,21.0,13.0
2016-09-19 19:54:00,0.5,38.0,50.0,53.0,45.0,20.0,13.0
2016-09-19 20:54:00,0.5,39.0,47.0,51.0,44.0,22.0,14.0
2016-09-19 22:54:00,0.6,60.0,29.0,46.0,55.0,25.0,15.0
2016-09-20 00:54:00,0.7,52.0,51.0,47.0,54.0,26.0,15.0
2016-09-20 01:54:00,0.8,42.0,70.0,50.0,44.0,22.0,16.0
2016-09-20 02:54:00,0.7,32.0,88.0,56.0,56.0,16.0,14.0
2016-09-20 20:54:00,0.8,71.0,7.0,7.0,51.0,28.0,11.0
2016-09-20 21:54:00,0.8,71.0,7.0,7.0,48.0,30.0,11.0
2016-09-20 22:54:00,0.9,74.0,10.0,8.0,64.0,29.0,11.0
2016-09-20 23:54:00,0.8,71.0,24.0,12.0,51.0,30.0,12.0
2016-09-21 04:54:00,0.5,25.0,107.0,37.0,25.0,15.0,9.0
2016-09-21 05:54:00,0.5,22.0,109.0,62.0,25.0,15.0,10.0
2016-09-21 06:54:00,0.5,26.0,97.0,84.0,24.0,12.0,10.0
2016-09-22 02:54:00,0.6,42.0,85.0,85.0,35.0,17.0,11.0
2016-09-24 03:54:00,0.6,26.0,146.0,146.0,46.0,31.0,10.0
2016-09-24 11:54:00,0.7,38.0,122.0,122.0,54.0,39.0,14.0
2016-09-24 12:54:00,0.7,37.0,115.0,118.0,,41.0,14.0
2016-09-24 13:54:00,0.7,41.0,107.0,115.0,40.0,35.0,13.0
2016-09-24 18:54:00,0.6,28.0,107.0,107.0,,41.0,10.0
2016-09-24 19:54:00,0.6,30.0,98.0,102.0,52.0,40.0,11.0
2016-09-24 20:54:00,0.6,31.0,92.0,99.0,45.0,43.0,11.0
2016-09-26 18:54:00,0.5,20.0,18.0,18.0,25.0,20.0,10.0
2016-09-26 21:54:00,0.5,20.0,12.0,15.0,32.0,14.0,10.0
2016-09-26 22:54:00,0.6,24.0,10.0,13.0,39.0,13.0,11.0
2016-09-27 00:54:00,0.7,22.0,13.0,13.0,44.0,14.0,11.0
2016-09-27 04:54:00,0.6,15.0,36.0,18.0,23.0,18.0,10.0
2016-09-27 05:54:00,0.6,12.0,42.0,25.0,30.0,13.0,10.0
2016-09-27 06:54:00,0.5,12.0,39.0,32.0,40.0,18.0,9.0
2016-09-27 07:54:00,0.6,14.0,36.0,33.0,45.0,16.0,9.0
2016-09-27 08:54:00,0.6,19.0,32.0,37.0,35.0,19.0,9.0
2016-09-28 00:54:00,0.7,29.0,18.0,18.0,21.0,16.0,8.0
2016-09-28 01:54:00,0.7,28.0,26.0,22.0,19.0,11.0,8.0
2016-09-28 02:54:00,0.7,24.0,32.0,25.0,15.0,12.0,8.0
2016-09-28 03:54:00,0.6,20.0,31.0,27.0,,11.0,8.0
2016-09-28 04:54:00,0.6,19.0,33.0,28.0,,12.0,8.0
2016-09-28 05:54:00,0.6,18.0,51.0,32.0,,16.0,8.0
2016-09-28 06:54:00,0.6,17.0,65.0,37.0,,13.0,8.0
2016-09-28 07:54:00,0.6,18.0,67.0,40.0,21.0,13.0,8.0
2016-09-28 11:54:00,0.6,17.0,67.0,57.0,28.0,17.0,8.0
2016-09-28 12:54:00,0.6,16.0,72.0,64.0,25.0,18.0,8.0
2016-09-28 13:54:00,0.6,15.0,75.0,69.0,20.0,15.0,8.0
2016-09-28 14:54:00,0.6,13.0,78.0,72.0,25.0,16.0,9.0
2016-09-28 15:54:00,0.6,13.0,72.0,73.0,31.0,16.0,9.0
2016-09-28 17:54:00,0.6,10.0,70.0,70.0,34.0,18.0,9.0
2016-09-28 18:54:00,0.6,10.0,72.0,71.0,29.0,16.0,8.0
2016-09-28 19:54:00,0.6,10.0,73.0,72.0,33.0,16.0,9.0
2016-09-28 20:54:00,0.6,11.0,73.0,72.0,30.0,14.0,8.0
2016-09-28 21:54:00,0.6,15.0,67.0,71.0,32.0,16.0,8.0
2016-09-28 22:54:00,0.6,19.0,64.0,70.0,29.0,16.0,8.0
2016-09-28 23:54:00,0.7,30.0,56.0,68.0,30.0,16.0,9.0
2016-09-29 01:54:00,0.7,28.0,59.0,66.0,24.0,14.0,8.0
2016-09-29 10:54:00,0.8,32.0,49.0,49.0,12.0,8.0,8.0
2016-09-29 11:54:00,0.8,37.0,43.0,46.0,12.0,10.0,8.0
2016-09-30 01:54:00,1.2,58.0,17.0,17.0,,40.0,8.0
2016-09-30 02:54:00,1.1,63.0,27.0,22.0,53.0,42.0,9.0
2016-09-30 18:54:00,1.6,57.0,6.0,6.0,129.0,87.0,10.0
2016-09-30 19:54:00,1.6,53.0,6.0,6.0,97.0,82.0,10.0
2016-09-30 20:54:00,1.5,53.0,6.0,6.0,82.0,74.0,10.0
2016-10-02 11:54:00,0.7,26.0,79.0,79.0,42.0,21.0,10.0
2016-10-02 12:54:00,1.0,28.0,108.0,94.0,66.0,43.0,10.0
2016-10-02 17:54:00,1.6,35.0,20.0,20.0,,70.0,10.0
2016-10-02 18:54:00,1.3,33.0,20.0,20.0,,50.0,9.0
2016-10-02 19:54:00,1.1,22.0,34.0,25.0,,34.0,10.0
2016-10-02 20:54:00,1.1,20.0,44.0,30.0,,26.0,8.0
2016-10-02 21:54:00,1.1,26.0,39.0,31.0,,14.0,8.0
2016-10-02 22:54:00,1.4,39.0,15.0,29.0,45.0,27.0,9.0
2016-10-02 23:54:00,1.3,40.0,16.0,27.0,45.0,44.0,11.0
2016-10-03 18:54:00,0.5,25.0,84.0,84.0,17.0,13.0,8.0
2016-10-04 12:54:00,0.7,35.0,47.0,47.0,28.0,27.0,9.0
2016-10-04 13:54:00,0.7,35.0,49.0,48.0,40.0,23.0,9.0
2016-10-04 14:54:00,0.7,31.0,55.0,50.0,45.0,32.0,10.0
2016-10-04 15:54:00,0.7,27.0,64.0,54.0,46.0,40.0,11.0
2016-10-04 16:54:00,0.7,24.0,67.0,67.0,43.0,42.0,11.0
2016-10-04 17:54:00,0.6,22.0,68.0,68.0,54.0,40.0,10.0
2016-10-04 18:54:00,0.7,20.0,74.0,70.0,46.0,45.0,10.0
2016-10-04 19:54:00,0.6,19.0,80.0,72.0,44.0,39.0,10.0
2016-10-04 20:54:00,0.7,20.0,85.0,75.0,43.0,36.0,10.0
2016-10-04 21:54:00,0.7,22.0,89.0,77.0,45.0,36.0,10.0
2016-10-04 22:54:00,0.7,32.0,76.0,77.0,50.0,36.0,10.0
2016-10-04 23:54:00,0.8,38.0,65.0,76.0,63.0,43.0,11.0
2016-10-05 00:54:00,0.7,32.0,78.0,77.0,55.0,48.0,11.0
2016-10-05 01:54:00,0.7,30.0,85.0,79.0,45.0,41.0,11.0
2016-10-05 03:54:00,0.8,37.0,90.0,81.0,56.0,39.0,12.0
2016-10-05 04:54:00,0.9,35.0,102.0,83.0,60.0,43.0,12.0
2016-10-05 05:54:00,0.9,38.0,96.0,84.0,71.0,47.0,12.0
2016-10-05 06:54:00,0.9,45.0,84.0,85.0,70.0,52.0,14.0
2016-10-05 07:54:00,0.7,34.0,84.0,87.0,63.0,52.0,11.0
2016-10-05 09:54:00,0.7,30.0,75.0,87.0,,44.0,10.0
2016-10-05 10:54:00,0.7,26.0,68.0,86.0,51.0,34.0,10.0
2016-10-05 11:54:00,0.7,21.0,74.0,83.0,33.0,31.0,10.0
2016-10-05 12:54:00,0.7,24.0,89.0,81.0,54.0,23.0,9.0
2016-10-05 13:54:00,0.7,25.0,91.0,81.0,42.0,21.0,9.0
2016-10-05 15:54:00,0.7,21.0,114.0,85.0,35.0,21.0,10.0
2016-10-06 09:54:00,0.6,33.0,78.0,78.0,23.0,13.0,9.0
2016-10-06 10:54:00,0.7,43.0,64.0,71.0,32.0,17.0,10.0
2016-10-07 21:54:00,0.6,16.0,78.0,78.0,6.0,5.0,8.0
2016-10-07 22:54:00,0.6,28.0,68.0,73.0,6.0,3.0,8.0
2016-10-07 23:54:00,0.8,36.0,63.0,70.0,11.0,4.0,8.0
2016-10-08 00:54:00,0.7,28.0,77.0,72.0,,3.0,9.0
2016-10-08 01:54:00,0.6,28.0,79.0,73.0,23.0,7.0,9.0
2016-10-08 02:54:00,0.6,29.0,80.0,74.0,29.0,12.0,8.0
2016-10-08 03:54:00,0.6,29.0,84.0,76.0,26.0,18.0,9.0
2016-10-08 04:54:00,0.6,20.0,100.0,79.0,41.0,22.0,9.0
2016-10-08 05:54:00,0.7,21.0,108.0,82.0,56.0,28.0,10.0
2016-10-08 06:54:00,0.8,23.0,112.0,88.0,63.0,37.0,11.0
2016-10-08 07:54:00,0.7,20.0,113.0,94.0,,34.0,10.0
2016-10-08 08:54:00,0.7,20.0,114.0,99.0,39.0,22.0,10.0
2016-10-08 09:54:00,0.7,26.0,103.0,102.0,42.0,19.0,10.0
2016-10-09 03:54:00,0.4,16.0,85.0,85.0,32.0,15.0,9.0
2016-10-09 04:54:00,0.4,16.0,87.0,86.0,49.0,12.0,9.0
2016-10-09 09:54:00,0.5,25.0,77.0,83.0,37.0,12.0,9.0
2016-10-09 10:54:00,0.4,23.0,79.0,82.0,30.0,12.0,9.0
2016-10-10 00:54:00,0.5,28.0,73.0,73.0,32.0,12.0,10.0
2016-10-10 01:54:00,0.5,21.0,81.0,77.0,26.0,13.0,11.0
